NAME,PARTIES
PRISCO Emanuele,FRATELLI D'ITALIA
PROVENZA Nicola,MOVIMENTO 5 STELLE
QUARTAPELLE PROCOPIO Lia,PARTITO DEMOCRATICO
RACCHELLA Germano,LEGA - SALVINI PREMIER
RACITI Fausto,PARTITO DEMOCRATICO
RADUZZI Raphael,MOVIMENTO 5 STELLE
RAFFA Angela,MOVIMENTO 5 STELLE
RAFFAELLI Elena,LEGA - SALVINI PREMIER
RAMPELLI Fabio,FRATELLI D'ITALIA
RAVETTO Laura,FORZA ITALIA - BERLUSCONI PRESIDENTE
RIBOLLA Alberto,LEGA - SALVINI PREMIER
RICCIARDI Riccardo,MOVIMENTO 5 STELLE
RIPANI Elisabetta,FORZA ITALIA - BERLUSCONI PRESIDENTE
RIXI Edoardo,LEGA - SALVINI PREMIER
RIZZETTO Walter,FRATELLI D'ITALIA
RIZZO Gianluca,MOVIMENTO 5 STELLE
RIZZONE Marco,MOVIMENTO 5 STELLE
RIZZO NERVO Luca,PARTITO DEMOCRATICO
ROMANIELLO Cristian,MOVIMENTO 5 STELLE
ROMANO Andrea,PARTITO DEMOCRATICO
ROMANO Paolo Nicolo',MOVIMENTO 5 STELLE
ROSATO Ettore,PARTITO DEMOCRATICO
ROSPI Gianluca,MOVIMENTO 5 STELLE
ROSSELLO Cristina,FORZA ITALIA - BERLUSCONI PRESIDENTE
ROSSI Andrea,PARTITO DEMOCRATICO
ROSSINI Emanuela,MISTO-MINORANZE LINGUISTICHE
ROSSINI Roberto,MOVIMENTO 5 STELLE
ROSSO Roberto,FORZA ITALIA - BERLUSCONI PRESIDENTE
ROSTAN Michela,LIBERI E UGUALI
ROTELLI Mauro,FRATELLI D'ITALIA
ROTONDI Gianfranco,FORZA ITALIA - BERLUSCONI PRESIDENTE
ROTTA Alessia,PARTITO DEMOCRATICO
RUFFINO Daniela,FORZA ITALIA - BERLUSCONI PRESIDENTE
RUGGIERI Andrea,FORZA ITALIA - BERLUSCONI PRESIDENTE
RUGGIERO Francesca Anna,MOVIMENTO 5 STELLE
RUOCCO Carla,MOVIMENTO 5 STELLE
RUSSO Giovanni,MOVIMENTO 5 STELLE
RUSSO Paolo,FORZA ITALIA - BERLUSCONI PRESIDENTE
SACCANI JOTTI Gloria,FORZA ITALIA - BERLUSCONI PRESIDENTE
SAITTA Eugenio,MOVIMENTO 5 STELLE
SALAFIA Angela,MOVIMENTO 5 STELLE
SALTAMARTINI Barbara,LEGA - SALVINI PREMIER
SANGREGORIO Eugenio,MISTO-NOI CON L'ITALIA-USEI
SANTELLI Jole,FORZA ITALIA - BERLUSCONI PRESIDENTE
SAPIA Francesco,MOVIMENTO 5 STELLE
SARLI Doriana,MOVIMENTO 5 STELLE
SARRO Carlo,FORZA ITALIA - BERLUSCONI PRESIDENTE
SARTI Giulia,MOVIMENTO 5 STELLE
SASSO Rossano,LEGA - SALVINI PREMIER
SAVINO Elvira,FORZA ITALIA - BERLUSCONI PRESIDENTE
SAVINO Sandra,FORZA ITALIA - BERLUSCONI PRESIDENTE
SCAGLIUSI Emanuele,MOVIMENTO 5 STELLE
SCALFAROTTO Ivan,PARTITO DEMOCRATICO
SCANU Lucia,MOVIMENTO 5 STELLE
SCERRA Filippo,MOVIMENTO 5 STELLE
SCHIRO' Angela,PARTITO DEMOCRATICO
SCHULLIAN Manfred,MISTO-MINORANZE LINGUISTICHE
SCOMA Francesco,FORZA ITALIA - BERLUSCONI PRESIDENTE
SCUTELLA' Elisa,MOVIMENTO 5 STELLE
SEGNANA Stefania,LEGA - SALVINI PREMIER
SEGNERI Enrica,MOVIMENTO 5 STELLE
SENSI Filippo,PARTITO DEMOCRATICO
SERRACCHIANI Debora,PARTITO DEMOCRATICO
SERRITELLA Davide,MOVIMENTO 5 STELLE
SGARBI Vittorio,MISTO - non iscritto ad alcuna componente
SIANI Paolo,PARTITO DEMOCRATICO
SIBILIA Carlo,MOVIMENTO 5 STELLE
SIBILIA Cosimo,FORZA ITALIA - BERLUSCONI PRESIDENTE
SILLI Giorgio,MISTO-SOGNO ITALIA-10 VOLTE MEGLIO
SILVESTRI Francesco,MOVIMENTO 5 STELLE
SILVESTRI Rachele,MOVIMENTO 5 STELLE
SILVESTRONI Marco,FRATELLI D'ITALIA
SIRACUSANO Matilde,FORZA ITALIA - BERLUSCONI PRESIDENTE
SIRAGUSA Elisa,MOVIMENTO 5 STELLE
SISTO Francesco Paolo,FORZA ITALIA - BERLUSCONI PRESIDENTE
SODANO Michele,MOVIMENTO 5 STELLE
SORTE Alessandro,FORZA ITALIA - BERLUSCONI PRESIDENTE
SOVERINI Serse,MISTO-CIVICA POPOLARE-AP-PSI-AREA CIVICA
SOZZANI Diego,FORZA ITALIA - BERLUSCONI PRESIDENTE
SPADAFORA Vincenzo,MOVIMENTO 5 STELLE
SPADONI Maria Edera,MOVIMENTO 5 STELLE
SPENA Maria,FORZA ITALIA - BERLUSCONI PRESIDENTE
SPERANZA Roberto,LIBERI E UGUALI
SPESSOTTO Arianna,MOVIMENTO 5 STELLE
SPORTIELLO Gilda,MOVIMENTO 5 STELLE
SQUERI Luca,FORZA ITALIA - BERLUSCONI PRESIDENTE
STEFANI Alberto,LEGA - SALVINI PREMIER
STUMPO Nicola,LIBERI E UGUALI
SURIANO Simona,MOVIMENTO 5 STELLE
SUT Luca,MOVIMENTO 5 STELLE
TABACCI Bruno,MISTO-+EUROPA-CENTRO DEMOCRATICO
TARANTINO Leonardo,LEGA - SALVINI PREMIER
TARTAGLIONE Annaelsa,FORZA ITALIA - BERLUSCONI PRESIDENTE
TASSO Antonio,MISTO-MAIE - MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO
TATEO Anna Rita,LEGA - SALVINI PREMIER
TERMINI Guia,MOVIMENTO 5 STELLE
TERZI Claudia Maria,LEGA - SALVINI PREMIER
TERZONI Patrizia,MOVIMENTO 5 STELLE
TESTAMENTO Rosa Alba,MOVIMENTO 5 STELLE
TIRAMANI Paolo,LEGA - SALVINI PREMIER
TOCCAFONDI Gabriele,MISTO-CIVICA POPOLARE-AP-PSI-AREA CIVICA
TOCCALINI Luca,LEGA - SALVINI PREMIER
TOFALO Angelo,MOVIMENTO 5 STELLE
TOMASI Maura,LEGA - SALVINI PREMIER
TOMBOLATO Giovanni Battista,LEGA - SALVINI PREMIER
TONDO Renzo,MISTO-NOI CON L'ITALIA-USEI
TONELLI Gianni,LEGA - SALVINI PREMIER
TOPO Raffaele,PARTITO DEMOCRATICO
TORTO Daniela,MOVIMENTO 5 STELLE
TRANCASSINI Paolo,FRATELLI D'ITALIA
TRANO Raffaele,MOVIMENTO 5 STELLE
TRAVERSI Roberto,MOVIMENTO 5 STELLE
TRIPIEDI Davide,MOVIMENTO 5 STELLE
TRIPODI Elisa,MOVIMENTO 5 STELLE
TRIPODI Maria,FORZA ITALIA - BERLUSCONI PRESIDENTE
TRIZZINO Giorgio,MOVIMENTO 5 STELLE
TROIANO Francesca,MOVIMENTO 5 STELLE
TUCCI Riccardo,MOVIMENTO 5 STELLE
TURRI Roberto,LEGA - SALVINI PREMIER
TUZI Manuel,MOVIMENTO 5 STELLE
UNGARO Massimo,PARTITO DEMOCRATICO
VACCA Gianluca,MOVIMENTO 5 STELLE
VALBUSA Vania,LEGA - SALVINI PREMIER
VALENTE Simone,MOVIMENTO 5 STELLE
VALENTINI Valentino,FORZA ITALIA - BERLUSCONI PRESIDENTE
VALLASCAS Andrea,MOVIMENTO 5 STELLE
VALLOTTO Sergio,LEGA - SALVINI PREMIER
VARCHI Maria Carolina,FRATELLI D'ITALIA
VARRICA Adriano,MOVIMENTO 5 STELLE
VAZIO Franco,PARTITO DEMOCRATICO
VERINI Walter,PARTITO DEMOCRATICO
VERSACE Giuseppina,FORZA ITALIA - BERLUSCONI PRESIDENTE
VIANELLO Giovanni,MOVIMENTO 5 STELLE
VIETINA Simona,FORZA ITALIA - BERLUSCONI PRESIDENTE
VIGNAROLI Stefano,MOVIMENTO 5 STELLE
VILLANI Virginia,MOVIMENTO 5 STELLE
VILLAROSA Alessio Mattia,MOVIMENTO 5 STELLE
VINCI Gianluca,LEGA - SALVINI PREMIER
VISCOMI Antonio,PARTITO DEMOCRATICO
VITIELLO Catello,MISTO-SOGNO ITALIA-10 VOLTE MEGLIO
VITO Elio,FORZA ITALIA - BERLUSCONI PRESIDENTE
VIVIANI Lorenzo,LEGA - SALVINI PREMIER
VIZZINI Gloria,MOVIMENTO 5 STELLE
VOLPI Leda,MOVIMENTO 5 STELLE
VOLPI Raffaele,LEGA - SALVINI PREMIER
ZAN Alessandro,PARTITO DEMOCRATICO
ZANELLA Federica,FORZA ITALIA - BERLUSCONI PRESIDENTE
ZANETTIN Pierantonio,FORZA ITALIA - BERLUSCONI PRESIDENTE
ZANGRILLO Paolo,FORZA ITALIA - BERLUSCONI PRESIDENTE
ZANICHELLI Davide,MOVIMENTO 5 STELLE
ZANOTELLI Giulia,LEGA - SALVINI PREMIER
ZARDINI Diego,PARTITO DEMOCRATICO
ZENNARO Antonio,MOVIMENTO 5 STELLE
ZICCHIERI Francesco,LEGA - SALVINI PREMIER
ZIELLO Edoardo,LEGA - SALVINI PREMIER
ZOFFILI Eugenio,LEGA - SALVINI PREMIER
ZOLEZZI Alberto,MOVIMENTO 5 STELLE
ZORDAN Adolfo,LEGA - SALVINI PREMIER
ZUCCONI Riccardo,FRATELLI D'ITALIA
