NAME,PARTIES
LOSACCO Alberto,PARTITO DEMOCRATICO
LOTTI Luca,PARTITO DEMOCRATICO
LUPI Maurizio,ALTERNATIVA POPOLARE-CENTRISTI PER L'EUROPA-NCD-NOI CON L'ITALIA
LUPO Loredana,MOVIMENTO 5 STELLE
MADIA Maria Anna,PARTITO DEMOCRATICO
MAESTRI Andrea,SINISTRA ITALIANA - SINISTRA ECOLOGIA LIBERTA' - POSSIBILE - LIBERI E UGUALI
MAESTRI Patrizia,PARTITO DEMOCRATICO
MAGORNO Ernesto,PARTITO DEMOCRATICO
MAIETTA Pasquale,FRATELLI D'ITALIA-ALLEANZA NAZIONALE
MALISANI Gianna,PARTITO DEMOCRATICO
MALPEZZI Simona Flavia,PARTITO DEMOCRATICO
MANCIULLI Andrea,PARTITO DEMOCRATICO
MANFREDI Massimiliano,PARTITO DEMOCRATICO
MANNINO Claudia,MISTO - non iscritto ad alcuna componente
MANTERO Matteo,MOVIMENTO 5 STELLE
MANZI Irene,PARTITO DEMOCRATICO
MARANTELLI Daniele,PARTITO DEMOCRATICO
MARAZZITI Mario,DEMOCRAZIA SOLIDALE - CENTRO DEMOCRATICO
MARCHETTI Marco,PARTITO DEMOCRATICO
MARCHI Maino,PARTITO DEMOCRATICO
MARCOLIN Marco,NOI CON L'ITALIA-SCELTA CIVICA PER L'ITALIA-MAIE
MARCON Giulio,SINISTRA ITALIANA - SINISTRA ECOLOGIA LIBERTA' - POSSIBILE - LIBERI E UGUALI
MARGUERETTAZ Rudi Franco,MISTO-MINORANZE LINGUISTICHE
MARIANI Raffaella,PARTITO DEMOCRATICO
MARIANO Elisa,PARTITO DEMOCRATICO
MAROTTA Antonio,ALTERNATIVA POPOLARE-CENTRISTI PER L'EUROPA-NCD-NOI CON L'ITALIA
MARROCU Siro,PARTITO DEMOCRATICO
MARRONI Umberto,PARTITO DEMOCRATICO
MARTELLA Andrea,PARTITO DEMOCRATICO
MARTELLI Giovanna,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
MARTI Roberto,LEGA NORD E AUTONOMIE - LEGA DEI POPOLI - NOI CON SALVINI
MARTINELLI Marco,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
MARTINO Antonio,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
MARTINO Pierdomenico,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
MARZANA Maria,MOVIMENTO 5 STELLE
MARZANO Michela,INDIPENDENTI
MASSA Federico,PARTITO DEMOCRATICO
MATARRELLI Toni,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
MATARRESE Salvatore,MISTO-DIREZIONE ITALIA
MATTIELLO Davide,PARTITO DEMOCRATICO
MAURI Matteo,PARTITO DEMOCRATICO
MAZZIOTTI DI CELSO Andrea,MISTO-CIVICI E INNOVATORI-ENERGIE PER L'ITALIA
MAZZOLI Alessandro,PARTITO DEMOCRATICO
MELILLA Gianni,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
MELILLI Fabio,PARTITO DEMOCRATICO
MELONI Giorgia,FRATELLI D'ITALIA-ALLEANZA NAZIONALE
MELONI Marco,PARTITO DEMOCRATICO
MENORELLO Domenico,MISTO-CIVICI E INNOVATORI-ENERGIE PER L'ITALIA
MERLO Ricardo Antonio,NOI CON L'ITALIA-SCELTA CIVICA PER L'ITALIA-MAIE
META Michele Pompeo,PARTITO DEMOCRATICO
MICCOLI Marco,PARTITO DEMOCRATICO
MICILLO Salvatore,MOVIMENTO 5 STELLE
MIGLIORE Gennaro,PARTITO DEMOCRATICO
MILANATO Lorena,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
MINARDO Antonino,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
MINNUCCI Emiliano,PARTITO DEMOCRATICO
MIOTTO Anna Margherita,PARTITO DEMOCRATICO
MISIANI Antonio,PARTITO DEMOCRATICO
MISURACA Dore,ALTERNATIVA POPOLARE-CENTRISTI PER L'EUROPA-NCD-NOI CON L'ITALIA
MOGHERINI Federica,PARTITO DEMOCRATICO
MOGNATO Michele,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
MOLEA Bruno,MISTO-CIVICI E INNOVATORI-ENERGIE PER L'ITALIA
MOLTENI Nicola,LEGA NORD E AUTONOMIE - LEGA DEI POPOLI - NOI CON SALVINI
MONACO Francesco,PARTITO DEMOCRATICO
MONCHIERO Giovanni,MISTO-CIVICI E INNOVATORI-ENERGIE PER L'ITALIA
MONGIELLO Colomba,PARTITO DEMOCRATICO
MONTRONI Daniele,PARTITO DEMOCRATICO
MORANI Alessia,PARTITO DEMOCRATICO
MORASSUT Roberto,PARTITO DEMOCRATICO
MORETTI Alessandra,PARTITO DEMOCRATICO
MORETTO Sara,PARTITO DEMOCRATICO
MOSCA Alessia Maria,PARTITO DEMOCRATICO
MOSCATT Antonino,PARTITO DEMOCRATICO
MOTTOLA Giovanni Carlo Francesco,ALTERNATIVA POPOLARE-CENTRISTI PER L'EUROPA-NCD-NOI CON L'ITALIA
MUCCI Mara,MISTO-CIVICI E INNOVATORI-ENERGIE PER L'ITALIA
MURA Romina,PARTITO DEMOCRATICO
MURER Delia,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
MURGIA Bruno,FRATELLI D'ITALIA-ALLEANZA NAZIONALE
NACCARATO Alessandro,PARTITO DEMOCRATICO
NARDELLA Dario,PARTITO DEMOCRATICO
NARDI Martina,PARTITO DEMOCRATICO
NARDUOLO Giulia,PARTITO DEMOCRATICO
NASTRI Gaetano,FRATELLI D'ITALIA-ALLEANZA NAZIONALE
NESCI Dalila,MOVIMENTO 5 STELLE
NESI Edoardo,MISTO - non iscritto ad alcuna componente
NICCHI Marisa,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
NICOLETTI Michele,PARTITO DEMOCRATICO
NIZZI Settimo,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
NUTI Riccardo,MISTO - non iscritto ad alcuna componente
OCCHIUTO Roberto,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
OLIARO Roberta,MISTO-CIVICI E INNOVATORI-ENERGIE PER L'ITALIA
OLIVERIO Nicodemo Nazzareno,PARTITO DEMOCRATICO
ORFINI Matteo,PARTITO DEMOCRATICO
ORLANDO Andrea,PARTITO DEMOCRATICO
OTTOBRE Mauro,MISTO-MINORANZE LINGUISTICHE
PAGANI Alberto,PARTITO DEMOCRATICO
PAGANO Alessandro,LEGA NORD E AUTONOMIE - LEGA DEI POPOLI - NOI CON SALVINI
PAGLIA Giovanni,SINISTRA ITALIANA - SINISTRA ECOLOGIA LIBERTA' - POSSIBILE - LIBERI E UGUALI
PALAZZOTTO Erasmo,SINISTRA ITALIANA - SINISTRA ECOLOGIA LIBERTA' - POSSIBILE - LIBERI E UGUALI
PALESE Rocco,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
PALLADINO Giovanni,PARTITO DEMOCRATICO
PALMA Giovanna,PARTITO DEMOCRATICO
PALMIERI Antonio,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
PALMIZIO Elio Massimo,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
PANNARALE Annalisa,SINISTRA ITALIANA - SINISTRA ECOLOGIA LIBERTA' - POSSIBILE - LIBERI E UGUALI
PAOLUCCI Massimo,PARTITO DEMOCRATICO
PARENTELA Paolo,MOVIMENTO 5 STELLE
PARIS Valentina,PARTITO DEMOCRATICO
PARISI Massimo,NOI CON L'ITALIA-SCELTA CIVICA PER L'ITALIA-MAIE
PARRINI Dario,PARTITO DEMOCRATICO
PASTORELLI Oreste,INDIPENDENTI
PASTORINO Luca,SINISTRA ITALIANA - SINISTRA ECOLOGIA LIBERTA' - POSSIBILE - LIBERI E UGUALI
PATRIARCA Edoardo,PARTITO DEMOCRATICO
PELILLO Michele,PARTITO DEMOCRATICO
PELLEGRINO Serena,SINISTRA ITALIANA - SINISTRA ECOLOGIA LIBERTA' - POSSIBILE - LIBERI E UGUALI
PELUFFO Vinicio Giuseppe Guido,PARTITO DEMOCRATICO
PES Caterina,PARTITO DEMOCRATICO
PESCO Daniele,MOVIMENTO 5 STELLE
PETITTI Emma,PARTITO DEMOCRATICO
PETRAROLI Cosimo,MOVIMENTO 5 STELLE
PETRENGA Giovanna,FRATELLI D'ITALIA-ALLEANZA NAZIONALE
PETRINI Paolo,PARTITO DEMOCRATICO
PIAZZONI Ileana Cathia,PARTITO DEMOCRATICO
PICCHI Guglielmo,LEGA NORD E AUTONOMIE - LEGA DEI POPOLI - NOI CON SALVINI
PICCIONE Teresa,PARTITO DEMOCRATICO
PICCOLI NARDELLI Flavia,PARTITO DEMOCRATICO
PICCOLO Giorgio,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
PICCOLO Salvatore,PARTITO DEMOCRATICO
PICCONE Filippo,ALTERNATIVA POPOLARE-CENTRISTI PER L'EUROPA-NCD-NOI CON L'ITALIA
PICIERNO Pina,PARTITO DEMOCRATICO
PIEPOLI Gaetano,DEMOCRAZIA SOLIDALE - CENTRO DEMOCRATICO
PILI Mauro,MISTO - non iscritto ad alcuna componente
PILOZZI Nazzareno,PARTITO DEMOCRATICO
PINI Gianluca,LEGA NORD E AUTONOMIE - LEGA DEI POPOLI - NOI CON SALVINI
PINI Giuditta,PARTITO DEMOCRATICO
PINNA Paola,PARTITO DEMOCRATICO
PIRAS Michele,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
PISANO Girolamo,MOVIMENTO 5 STELLE
PISICCHIO Pino,MISTO - non iscritto ad alcuna componente
PISO Vincenzo,MISTO-UDC-IDEA
PISTELLI Lapo,PARTITO DEMOCRATICO
PIZZOLANTE Sergio,ALTERNATIVA POPOLARE-CENTRISTI PER L'EUROPA-NCD-NOI CON L'ITALIA
PLACIDO Antonio,SINISTRA ITALIANA - SINISTRA ECOLOGIA LIBERTA' - POSSIBILE - LIBERI E UGUALI
PLANGGER Albrecht,MISTO-MINORANZE LINGUISTICHE
POLIDORI Catia,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
POLLASTRINI Barbara,PARTITO DEMOCRATICO
POLVERINI Renata,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
PORTA Fabio,PARTITO DEMOCRATICO
PORTAS Giacomo Antonio,PARTITO DEMOCRATICO
PRATAVIERA Emanuele,NOI CON L'ITALIA-SCELTA CIVICA PER L'ITALIA-MAIE
PRESTIGIACOMO Stefania,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
PREZIOSI Ernesto,PARTITO DEMOCRATICO
PRINA Francesco,PARTITO DEMOCRATICO
PRODANI Aris,MISTO - non iscritto ad alcuna componente
QUARANTA Stefano,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
QUARTAPELLE PROCOPIO Lia,PARTITO DEMOCRATICO
QUINTARELLI Giuseppe Stefano,MISTO-CIVICI E INNOVATORI-ENERGIE PER L'ITALIA
RABINO Mariano,NOI CON L'ITALIA-SCELTA CIVICA PER L'ITALIA-MAIE
RACITI Fausto,PARTITO DEMOCRATICO
RAGOSTA Michele,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
RAMPELLI Fabio,FRATELLI D'ITALIA-ALLEANZA NAZIONALE
RAMPI Roberto,PARTITO DEMOCRATICO
RAVETTO Laura,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
REALACCI Ermete,PARTITO DEMOCRATICO
RIBAUDO Francesco,PARTITO DEMOCRATICO
RICCIATTI Lara,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
RICHETTI Matteo,PARTITO DEMOCRATICO
RIGONI Andrea,PARTITO DEMOCRATICO
RIZZETTO Walter,FRATELLI D'ITALIA-ALLEANZA NAZIONALE
RIZZO Gianluca,MOVIMENTO 5 STELLE
ROCCELLA Eugenia,MISTO-UDC-IDEA
ROCCHI Maria Grazia,PARTITO DEMOCRATICO
ROMANINI Giuseppe,PARTITO DEMOCRATICO
ROMANO Andrea,PARTITO DEMOCRATICO
ROMANO Francesco Saverio,NOI CON L'ITALIA-SCELTA CIVICA PER L'ITALIA-MAIE
ROMANO Paolo Nicolo',MOVIMENTO 5 STELLE
ROMELE Giuseppe,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
RONDINI Marco,LEGA NORD E AUTONOMIE - LEGA DEI POPOLI - NOI CON SALVINI
ROSATO Ettore,PARTITO DEMOCRATICO
ROSSI Domenico,DEMOCRAZIA SOLIDALE - CENTRO DEMOCRATICO
ROSSI Paolo,PARTITO DEMOCRATICO
ROSSOMANDO Anna,PARTITO DEMOCRATICO
ROSTAN Michela,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
ROSTELLATO Gessica,PARTITO DEMOCRATICO
ROTONDI Gianfranco,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
ROTTA Alessia,PARTITO DEMOCRATICO
RUBINATO Simonetta,PARTITO DEMOCRATICO
RUGHETTI Angelo,PARTITO DEMOCRATICO
RUOCCO Carla,MOVIMENTO 5 STELLE
RUSSO Paolo,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
SALTAMARTINI Barbara,LEGA NORD E AUTONOMIE - LEGA DEI POPOLI - NOI CON SALVINI
SALVINI Matteo,LEGA NORD E AUTONOMIE - LEGA DEI POPOLI - NOI CON SALVINI
SAMMARCO Gianfranco,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
SANGA Giovanni,PARTITO DEMOCRATICO
SANI Luca,PARTITO DEMOCRATICO
SANNA Francesco,PARTITO DEMOCRATICO
SANNA Giovanna,PARTITO DEMOCRATICO
SANNICANDRO Arcangelo,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
SANTELLI Jole,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
SANTERINI Milena,DEMOCRAZIA SOLIDALE - CENTRO DEMOCRATICO
SARRO Carlo,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
SARTI Giulia,MOVIMENTO 5 STELLE
SAVINO Elvira,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
SAVINO Sandra,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
SBERNA Mario,DEMOCRAZIA SOLIDALE - CENTRO DEMOCRATICO
SBROLLINI Daniela,PARTITO DEMOCRATICO
SCAGLIUSI Emanuele,MOVIMENTO 5 STELLE
SCALFAROTTO Ivan,PARTITO DEMOCRATICO
SCANU Gian Piero,PARTITO DEMOCRATICO
SCHIRO' Gea,PARTITO DEMOCRATICO
SCHULLIAN Manfred,MISTO-MINORANZE LINGUISTICHE
SCOPELLITI Rosanna,ALTERNATIVA POPOLARE-CENTRISTI PER L'EUROPA-NCD-NOI CON L'ITALIA
SCOTTO Arturo,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
SCUVERA Chiara,PARTITO DEMOCRATICO
SECCO Dino,MISTO-CIVICI E INNOVATORI-ENERGIE PER L'ITALIA
SEGONI Samuele,MISTO-ALTERNATIVA LIBERA-TUTTI INSIEME PER L'ITALIA
SENALDI Angelo,PARTITO DEMOCRATICO
SERENI Marina,PARTITO DEMOCRATICO
SGAMBATO Camilla,PARTITO DEMOCRATICO
SIBILIA Carlo,MOVIMENTO 5 STELLE
SIMONETTI Roberto,LEGA NORD E AUTONOMIE - LEGA DEI POPOLI - NOI CON SALVINI
SIMONI Elisa,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
SISTO Francesco Paolo,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
SMERIGLIO Massimiliano,SINISTRA ECOLOGIA LIBERTA'
SORIAL Girgis Giorgio,MOVIMENTO 5 STELLE
SOTTANELLI Giulio Cesare,NOI CON L'ITALIA-SCELTA CIVICA PER L'ITALIA-MAIE
SPADONI Maria Edera,MOVIMENTO 5 STELLE
SPERANZA Roberto,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
SPESSOTTO Arianna,MOVIMENTO 5 STELLE
SQUERI Luca,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
STUMPO Nicola,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
TABACCI Bruno,DEMOCRAZIA SOLIDALE - CENTRO DEMOCRATICO
TACCONI Alessio,PARTITO DEMOCRATICO
TAGLIALATELA Marcello,FRATELLI D'ITALIA-ALLEANZA NAZIONALE
TANCREDI Paolo,ALTERNATIVA POPOLARE-CENTRISTI PER L'EUROPA-NCD-NOI CON L'ITALIA
TANTILLO Giulio,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
TARANTO Luigi,PARTITO DEMOCRATICO
TARICCO Mino,PARTITO DEMOCRATICO
TARTAGLIONE Assunta,PARTITO DEMOCRATICO
TENTORI Veronica,PARTITO DEMOCRATICO
TERROSI Alessandra,PARTITO DEMOCRATICO
TERZONI Patrizia,MOVIMENTO 5 STELLE
TIDEI Marietta,PARTITO DEMOCRATICO
TINAGLI Irene,PARTITO DEMOCRATICO
TOFALO Angelo,MOVIMENTO 5 STELLE
TONINELLI Danilo,MOVIMENTO 5 STELLE
TOTARO Achille,FRATELLI D'ITALIA-ALLEANZA NAZIONALE
TRIPIEDI Davide,MOVIMENTO 5 STELLE
TULLO Mario,PARTITO DEMOCRATICO
TURCO Tancredi,MISTO-ALTERNATIVA LIBERA-TUTTI INSIEME PER L'ITALIA
VACCA Gianluca,MOVIMENTO 5 STELLE
VACCARO Guglielmo,MISTO-CIVICI E INNOVATORI-ENERGIE PER L'ITALIA
VALENTE Simone,MOVIMENTO 5 STELLE
VALENTE Valeria,PARTITO DEMOCRATICO
VALENTINI Valentino,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
VALIANTE Simone,PARTITO DEMOCRATICO
VALLASCAS Andrea,MOVIMENTO 5 STELLE
VARGIU Pierpaolo,MISTO-DIREZIONE ITALIA
VAZIO Franco,PARTITO DEMOCRATICO
VECCHIO Andrea,MISTO - non iscritto ad alcuna componente
VELLA Paolo,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
VELO Silvia,PARTITO DEMOCRATICO
VENDOLA Nichi,SINISTRA ECOLOGIA LIBERTA'
VENITTELLI Laura,PARTITO DEMOCRATICO
VENTRICELLI Liliana,PARTITO DEMOCRATICO
VERINI Walter,PARTITO DEMOCRATICO
VERRECCHIA Massimo,ALTERNATIVA POPOLARE-CENTRISTI PER L'EUROPA-NCD-NOI CON L'ITALIA
VEZZALI Maria Valentina,MISTO - non iscritto ad alcuna componente
VICO Ludovico,PARTITO DEMOCRATICO
VIGNALI Raffaello,ALTERNATIVA POPOLARE-CENTRISTI PER L'EUROPA-NCD-NOI CON L'ITALIA
VIGNAROLI Stefano,MOVIMENTO 5 STELLE
VILLAROSA Alessio Mattia,MOVIMENTO 5 STELLE
VILLECCO CALIPARI Rosa Maria,PARTITO DEMOCRATICO
VITELLI Paolo,SCELTA CIVICA PER L'ITALIA
VITO Elio,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
ZACCAGNINI Adriano,MISTO - non iscritto ad alcuna componente
ZAMPA Sandra,PARTITO DEMOCRATICO
ZAN Alessandro,PARTITO DEMOCRATICO
ZANETTI Enrico,NOI CON L'ITALIA-SCELTA CIVICA PER L'ITALIA-MAIE
ZANETTI Veronica,PARTITO DEMOCRATICO
ZANIN Giorgio,PARTITO DEMOCRATICO
ZAPPULLA Giuseppe,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
ZARATTI Filiberto,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
ZARDINI Diego,PARTITO DEMOCRATICO
ZOGGIA Davide,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
ZOLEZZI Alberto,MOVIMENTO 5 STELLE
